country,iso2,iso3,year,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sn_m014,new_sn_m1524,new_sn_m2534,new_sn_m3544,new_sn_m4554,new_sn_m5564,new_sn_m65,new_sn_f014,new_sn_f1524,new_sn_f2534,new_sn_f3544,new_sn_f4554,new_sn_f5564,new_sn_f65,new_ep_m014,new_ep_m1524,new_ep_m2534,new_ep_m3544,new_ep_m4554,new_ep_m5564,new_ep_m65,new_ep_f014,new_ep_f1524,new_ep_f2534,new_ep_f3544,new_ep_f4554,new_ep_f5564,new_ep_f65,newrel_m014,newrel_m1524,newrel_m2534,newrel_m3544,newrel_m4554,newrel_m5564,newrel_m65,newrel_f014,newrel_f1524,newrel_f2534,newrel_f3544,newrel_f4554,newrel_f5564,newrel_f65
United States of America,US,USA,3,11,365,526,754,828,487,650,12,277,353,310,269,169,354,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,4,12,362,547,728,829,504,582,19,265,339,302,252,166,344,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,5,14,383,535,666,767,499,624,11,241,348,276,242,161,322,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,6,12,388,568,659,759,531,596,11,257,384,263,212,146,303,292,331,476,541,655,499,772,276,269,397,321,272,209,481,114,150,286,265,220,163,267,102,143,290,245,212,174,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,7,12,414,490,572,744,533,562,12,257,338,260,225,135,308,286,362,511,469,630,476,724,286,260,384,294,279,267,497,90,137,284,227,208,155,215,93,148,263,219,211,176,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,8,11,375,513,495,725,526,561,22,220,329,269,224,172,300,311,323,486,505,605,449,692,260,246,334,303,283,233,483,82,146,284,242,225,147,232,97,129,261,219,181,162,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,9,11,299,446,431,564,452,496,6,203,288,221,211,135,247,248,279,452,452,489,428,662,217,234,340,284,258,225,413,77,121,231,206,176,144,232,80,120,271,205,165,141,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,10,5,246,360,371,505,403,466,9,195,265,183,165,130,223,243,245,428,436,533,425,640,203,202,278,245,270,193,410,62,114,233,204,140,123,166,70,104,214,162,133,126,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,11,12,235,403,374,557,434,486,15,160,254,199,150,138,269,227,231,365,376,437,459,607,185,195,303,245,214,212,426,69,94,203,176,184,163,208,64,93,198,195,167,132,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,12,10,239,322,333,502,455,529,14,161,262,169,175,148,243,180,225,378,346,383,443,628,173,198,295,218,216,200,373,53,88,217,169,163,141,214,54,100,226,180,156,127,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,US,USA,13,NA,..,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,529,829,793,937,926,1259,229,415,693,528,470,463,786
