country,iso2,iso3,year,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sn_m014,new_sn_m1524,new_sn_m2534,new_sn_m3544,new_sn_m4554,new_sn_m5564,new_sn_m65,new_sn_f014,new_sn_f1524,new_sn_f2534,new_sn_f3544,new_sn_f4554,new_sn_f5564,new_sn_f65,new_ep_m014,new_ep_m1524,new_ep_m2534,new_ep_m3544,new_ep_m4554,new_ep_m5564,new_ep_m65,new_ep_f014,new_ep_f1524,new_ep_f2534,new_ep_f3544,new_ep_f4554,new_ep_f5564,new_ep_f65,newrel_m014,newrel_m1524,newrel_m2534,newrel_m3544,newrel_m4554,newrel_m5564,newrel_m65,newrel_f014,newrel_f1524,newrel_f2534,newrel_f3544,newrel_f4554,newrel_f5564,newrel_f65
New Zealand,NZ,NZL,1997,0,3,6,3,4,4,7,0,4,6,5,2,5,7,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,1998,1,8,10,8,7,7,4,0,11,6,8,2,4,5,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,1999,1,10,8,4,3,8,15,1,6,7,2,3,0,1,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2000,0,6,5,6,8,10,7,1,6,6,5,0,4,10,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2001,1,7,2,7,4,2,12,3,9,14,3,1,3,5,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2002,0,10,14,5,6,4,10,1,15,8,4,3,5,3,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2003,5,9,10,6,6,8,9,7,18,8,1,10,4,5,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2004,3,10,13,10,6,5,16,0,10,15,4,4,1,13,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2005,4,6,10,6,6,5,10,1,11,9,6,6,1,2,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2006,5,14,5,8,4,3,7,1,12,12,12,3,6,4,13,13,6,6,6,8,12,7,7,9,5,5,0,3,2,10,7,6,5,3,5,1,6,20,11,8,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2007,0,11,1,7,4,4,8,1,14,7,8,6,6,4,10,6,10,5,5,7,10,9,9,10,9,6,2,10,0,5,8,5,3,6,5,2,5,10,7,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2008,0,9,4,9,5,10,18,1,8,13,9,3,3,9,8,7,8,4,6,10,8,7,11,8,3,4,1,6,0,4,9,11,6,6,9,0,4,15,9,4,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2009,1,8,11,10,5,7,10,0,6,10,5,5,7,5,5,3,10,9,4,5,9,8,9,7,9,4,4,4,3,4,7,8,12,7,5,2,4,16,13,7,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2010,0,6,13,4,6,5,11,2,12,7,6,5,3,6,3,5,3,9,3,2,5,3,5,7,4,3,7,9,4,8,19,10,12,7,7,1,8,23,12,9,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2011,1,12,5,5,7,7,11,4,8,8,4,5,3,8,3,11,8,5,3,5,8,7,5,7,6,1,7,5,2,10,16,12,3,5,6,3,13,13,13,9,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2012,0,7,9,2,4,6,14,3,4,8,2,3,1,5,5,6,7,7,7,6,15,3,11,10,3,3,4,11,1,7,14,19,2,5,3,1,11,23,9,6,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZ,NZL,2013,NA,..,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,16,40,23,18,13,29,4,19,32,17,17,14,24
